time,score,pnl,capital,portfolio_value,variance,capitalUsage,maxDrawdown,total_profit,total_loss,count_profit,count_loss
2015-09-29 00:00:00,-18.168285311894902,-14.416264999999967,903.8230317000006,985.583735,2.1302744363754695,116.3566631000001,"{'maxPortfolioValue': 1000.0, 'maxDrawdown': 22.245457999999985}",66.16114300000001,80.57740799999998,47,52
2015-09-30 00:00:00,-7.6326261606651995,-15.56734299999998,902.7295076000006,984.4326570000001,2.1262536364615827,116.3566631000001,"{'maxPortfolioValue': 1000.0, 'maxDrawdown': 22.245457999999985}",66.16114300000001,81.72848599999999,47,53
2015-10-01 00:00:00,-11.34256749394751,-14.898976999999974,903.3644553000006,985.101023,2.117745081822681,116.3566631000001,"{'maxPortfolioValue': 1000.0, 'maxDrawdown': 22.245457999999985}",66.82950900000002,81.72848599999999,48,53
2015-10-02 00:00:00,-7.628263253544027,-15.641599999999968,1000.0000000000006,984.3584000000001,2.109862953666839,116.3566631000001,"{'maxPortfolioValue': 1000.0, 'maxDrawdown': 22.245457999999985}",66.82950900000002,82.47110899999998,48,54
2015-10-05 00:00:00,-6.9720890666587065,-15.641599999999968,1000.0000000000006,984.3584000000001,2.0992491557326303,116.3566631000001,"{'maxPortfolioValue': 1000.0, 'maxDrawdown': 22.245457999999985}",66.82950900000002,82.47110899999998,48,54
2015-10-06 00:00:00,-6.027676714884351,-15.641599999999968,1000.0000000000006,984.3584000000001,2.088741603032058,116.3566631000001,"{'maxPortfolioValue': 1000.0, 'maxDrawdown': 22.245457999999985}",66.82950900000002,82.47110899999998,48,54
2015-10-07 00:00:00,-6.9720890666587065,-15.641599999999968,1000.0000000000006,984.3584000000001,2.0783387083263136,116.3566631000001,"{'maxPortfolioValue': 1000.0, 'maxDrawdown': 22.245457999999985}",66.82950900000002,82.47110899999998,48,54
2015-10-08 00:00:00,-11.931301977776139,-15.641599999999968,903.4350137000006,984.3584000000001,2.068038915834327,116.3566631000001,"{'maxPortfolioValue': 1000.0, 'maxDrawdown': 22.245457999999985}",66.82950900000002,82.47110899999998,48,54
2015-10-09 00:00:00,-5.049059013657952,-18.073720999999964,901.1244987500006,981.926279,2.087436226673476,116.3566631000001,"{'maxPortfolioValue': 1000.0, 'maxDrawdown': 22.245457999999985}",66.82950900000002,84.90322999999998,48,55
2015-10-12 00:00:00,-6.346753277873033,-17.591016999999965,901.5830675500006,982.408983,2.078376489732773,116.3566631000001,"{'maxPortfolioValue': 1000.0, 'maxDrawdown': 22.245457999999985}",67.31221300000001,84.90322999999998,49,55
2015-10-13 00:00:00,-5.94592190281305,-17.767370999999955,901.4155312500006,982.2326290000001,2.068404788530512,116.3566631000001,"{'maxPortfolioValue': 1000.0, 'maxDrawdown': 22.245457999999985}",67.31221300000001,85.07958399999997,49,56
