time,open,high,low,close,adjClose,volume,ma_90,mom_10,mom_30,prediction,fees,pnl,capital,benchmark,score,position,fees,pnl,capital,total_profit,total_loss,count_profit,count_loss
2015-01-02 00:00:00,111.389999,111.440002,107.349998,109.330002,100.216454,53204600.0,100.216454,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-05 00:00:00,108.290001,108.650002,105.410004,106.25,97.393181,64285500.0,98.8048175,0.0,0.0,0.5,0.0,0.0,0.0,-2.8232730000000004,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-06 00:00:00,106.540001,107.43,104.629997,106.260002,97.402374,65797100.0,98.33733633333333,0.0,0.0,0.5,0.0,0.0,0.0,-2.814080000000004,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-07 00:00:00,107.199997,108.199997,106.699997,107.75,98.76815,40105900.0,98.44503974999999,0.0,0.0,0.5,0.0,0.0,0.0,-1.4483039999999932,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-08 00:00:00,109.230003,112.150002,108.699997,111.889999,102.563072,59364500.0,99.26864619999999,0.0,0.0,0.5,0.0,0.0,0.0,2.3466180000000065,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-09 00:00:00,112.669998,113.25,110.209999,112.010002,102.67305,53699500.0,99.83604683333333,0.0,0.0,0.5,0.0,0.0,0.0,2.4565960000000047,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-12 00:00:00,112.599998,112.629997,108.800003,109.25,100.14312,49650800.0,99.87991442857141,0.0,0.0,0.5,0.0,0.0,0.0,-0.07333400000000267,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-13 00:00:00,111.43,112.800003,108.910004,110.220001,101.03228,67091900.0,100.02396012499999,0.0,0.0,0.5,0.0,0.0,0.0,0.8158260000000013,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-14 00:00:00,109.040001,110.489998,108.5,109.800003,100.647285,48956600.0,100.09321844444443,0.0,0.0,0.5,0.0,0.0,0.0,0.43083099999999774,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-15 00:00:00,110.0,110.059998,106.660004,106.82,97.915672,60014000.0,99.87546379999999,0.0,0.0,0.5,0.0,0.0,0.0,-2.300781999999998,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-16 00:00:00,107.029999,107.580002,105.199997,105.989998,97.154854,78513300.0,99.62813563636361,-0.2447060436397419,0.0,0.5,0.0,0.0,0.0,-3.0615999999999985,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-19 00:00:00,107.029999,107.580002,105.199997,105.989998,97.154854,78513300.0,99.4220288333333,-0.2541211161855239,0.0,0.5,0.0,0.0,0.0,-3.0615999999999985,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-20 00:00:00,107.839996,108.970001,106.5,108.720001,99.657303,49899900.0,99.44012684615382,0.900242638947879,0.0,0.5,0.0,0.0,0.0,-0.559151,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-21 00:00:00,108.949997,111.059998,108.269997,109.550003,100.418114,48575900.0,99.50998307142855,-2.091355063935685,0.0,0.5,0.0,0.0,0.0,0.20166000000000395,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-22 00:00:00,110.260002,112.470001,109.720001,112.400002,103.030556,53796400.0,99.74468793333331,0.34819848051654834,0.0,0.5,0.0,0.0,0.0,2.8141020000000054,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-23 00:00:00,112.300003,113.75,111.529999,112.980003,103.562195,46464800.0,99.98328212499997,3.414188613256708,0.0,0.5,0.0,0.0,0.0,3.345741000000004,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-26 00:00:00,113.739998,114.360001,112.800003,113.099998,103.672188,55615000.0,100.20027658823527,2.6129351925938904,0.0,0.5,0.0,0.0,0.0,3.4557340000000067,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-27 00:00:00,112.419998,112.480003,109.029999,109.139999,100.042297,95568700.0,100.19149994444442,-0.601097188066213,0.0,0.5,0.0,0.0,0.0,-0.1741569999999939,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-28 00:00:00,117.629997,118.120003,115.309998,115.309998,105.697968,146477100.0,100.48131405263155,7.94795750367725,0.0,0.5,0.0,0.0,0.0,5.481514000000004,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-29 00:00:00,116.32,119.190002,115.559998,118.900002,108.988716,84436400.0,100.90668414999998,12.180412519584461,0.0,0.5,0.0,0.0,0.0,8.772261999999998,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-30 00:00:00,118.400002,120.0,116.849998,117.160004,107.393768,83745500.0,101.21559290476188,10.538757023915647,0.0,0.5,0.0,0.0,0.0,7.1773139999999955,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-02 00:00:00,118.050003,119.169998,116.080002,118.629997,108.741241,62739100.0,101.5576678181818,9.115175432752775,0.0,0.5,0.0,0.0,0.0,8.524787000000003,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-03 00:00:00,118.5,119.089996,117.610001,118.650002,108.75956,51915700.0,101.87079356521737,8.306714463886467,0.0,0.5,0.0,0.0,0.0,8.543105999999995,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-04 00:00:00,118.5,120.510002,118.309998,119.559998,109.593704,70149700.0,102.19258149999997,6.3700985948285105,0.0,0.5,0.0,0.0,0.0,9.377250000000004,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-05 00:00:00,120.019997,120.230003,119.25,119.940002,110.375908,42246200.0,102.51991455999998,6.579343939166216,0.0,0.5,0.0,0.0,0.0,10.159453999999997,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-06 00:00:00,120.019997,120.25,118.449997,118.93,109.446465,43706600.0,102.78632034615383,5.569745475035215,0.0,0.5,0.0,0.0,0.0,9.230011000000005,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-09 00:00:00,118.550003,119.839996,118.43,119.720001,110.17347,38889800.0,103.05991848148147,10.126889629493396,0.0,0.5,0.0,0.0,0.0,9.957015999999996,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-10 00:00:00,120.169998,122.150002,120.160004,122.019997,112.290047,62008500.0,103.38956592857141,6.2367130842098994,0.0,0.5,0.0,0.0,0.0,12.073593000000002,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-11 00:00:00,122.769997,124.919998,122.5,124.879997,114.922012,73561800.0,103.7872364827586,5.443954399829787,0.0,0.5,0.0,0.0,0.0,14.705557999999996,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-12 00:00:00,126.059998,127.480003,125.57,126.459999,116.376022,74474500.0,104.20686266666665,8.363850312059085,0.0,0.5,0.0,0.0,0.0,16.159568000000007,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-13 00:00:00,127.279999,127.279999,125.650002,127.080002,116.946587,54272200.0,104.61782151612901,7.545753501194641,20.07677108318291,0.5,0.0,0.0,0.0,16.730132999999995,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-16 00:00:00,127.279999,127.279999,125.650002,127.080002,116.946587,54272200.0,105.00309543749998,7.5276389496242935,20.065438035422,0.5,0.0,0.0,0.0,16.730132999999995,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-17 00:00:00,127.489998,128.880005,126.919998,127.830002,117.636772,63152400.0,105.3859341212121,7.338987283430076,19.103954058064243,0.5,0.0,0.0,0.0,17.420317999999995,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-18 00:00:00,127.629997,128.779999,127.449997,128.720001,118.455811,44891700.0,105.77034226470585,7.320350198160996,15.49557622454989,0.5,0.0,0.0,0.0,18.239357,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-19 00:00:00,128.479996,129.029999,128.330002,128.449997,118.207336,37362400.0,106.1256849428571,8.004708968900909,15.129857348155129,0.5,0.0,0.0,0.0,17.990882,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-20 00:00:00,128.619995,129.5,128.050003,129.5,119.173599,48948400.0,106.48812699999998,8.169052858188097,19.00328150351218,1.0,0.0,0.0,0.0,18.957144999999997,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-23 00:00:00,130.020004,133.0,129.660004,133.0,122.394508,70974100.0,106.91802918918916,8.998536620079967,21.143963097734698,1.0,0.0,0.0,116.2747826,22.178054000000003,-1.0,1.0,0.0,0.0,116.2747826,0.0,0.0,0.0,0.0
2015-02-24 00:00:00,132.940002,133.600006,131.169998,132.169998,121.630684,69228100.0,107.30520431578945,5.837586623526936,20.848450109707393,1.0,0.0,-0.7638239999999996,-0.7256327999999996,21.414230000000003,-1.0,1.0,0.0,-0.7638239999999996,-0.7256327999999996,0.0,0.7638239999999996,0.0,1.0
2015-02-25 00:00:00,131.559998,131.600006,128.149994,128.789993,118.520218,74711700.0,107.59276876923074,1.842472326472877,21.043154358374828,1.0,0.0,-3.874290000000002,-2.954942700000002,18.303764,-1.0417304331502526,1.0,0.0,-3.874290000000002,-2.954942700000002,0.0,3.874290000000002,0.0,2.0
2015-02-26 00:00:00,128.789993,130.869995,126.610001,130.419998,120.020248,91287500.0,107.90345574999996,2.628260540857008,23.534999085068865,1.0,0.0,-2.3742600000000067,1.4250284999999954,19.803793999999996,-1.1956337255376421,1.0,0.0,-2.3742600000000067,1.4250284999999954,1.5000299999999953,3.874290000000002,1.0,2.0
2015-02-27 00:00:00,130.0,130.570007,128.240005,128.460007,118.216537,62014800.0,108.15499431707315,1.0859230975248657,21.67846703778691,1.0,0.0,-4.177970999999999,-1.713525449999993,18.000083000000004,-1.1319027251152123,1.0,0.0,-4.177970999999999,-1.713525449999993,1.5000299999999953,5.678000999999995,1.0,3.0
2015-03-02 00:00:00,129.25,130.279999,128.300003,129.089996,118.796295,48096700.0,108.40835861904759,0.9856807359521991,19.204806295028874,1.0,0.0,-3.598213000000001,0.5507700999999983,18.579841000000002,-1.224865810207956,1.0,0.0,-3.598213000000001,0.5507700999999983,2.0797879999999935,5.678000999999995,2.0,3.0
2015-03-03 00:00:00,128.960007,129.520004,128.089996,129.360001,119.044762,37816300.0,108.65571683720928,0.4971904670848071,18.549091650934614,1.0,0.0,-3.349745999999996,0.23604365000000482,18.828308000000007,-1.191106550838238,1.0,0.0,-3.349745999999996,0.23604365000000482,2.3282549999999986,5.678000999999995,3.0,3.0
2015-03-04 00:00:00,129.100006,129.559998,128.320007,128.539993,118.290138,31666300.0,108.87468095454545,0.07004810598219002,14.810734399996829,1.0,0.0,-4.104370000000003,-0.7168928000000064,18.073684,-1.1853383073423214,1.0,0.0,-4.104370000000003,-0.7168928000000064,2.3282549999999986,6.432625000000002,3.0,4.0
2015-03-05 00:00:00,128.580002,128.75,125.760002,126.410004,116.330009,56517100.0,109.04035491111111,-2.3860905635651686,12.328643671563743,0.5,0.0,-6.064498999999998,-1.8621225499999952,16.113555000000005,-1.2547153623145235,1.0,0.0,-6.064498999999998,-1.8621225499999952,2.3282549999999986,8.392753999999996,3.0,5.0
2015-03-06 00:00:00,128.399994,129.369995,126.260002,126.599998,116.504845,72842100.0,109.20262643478262,-4.812032088890783,12.37810954660279,0.5,0.0,-5.889662999999999,-110.51350855,16.288391000000004,-1.3723203231061925,0.0,0.0,-5.889662999999999,-110.51350855,2.5030909999999977,8.392753999999996,4.0,5.0
2015-03-09 00:00:00,127.959999,129.570007,125.059998,127.139999,117.001801,88528500.0,109.36856631914895,-3.805686893941995,16.952333671426988,0.5,0.0,-5.889662999999999,0.0,16.785347,-1.350881218005204,0.0,0.0,-5.889662999999999,0.0,2.5030909999999977,8.392753999999996,4.0,5.0
2015-03-10 00:00:00,126.410004,127.220001,123.800003,124.510002,114.581505,68856600.0,109.47716920833335,-3.3232414405447663,8.404643124265165,0.5,0.0,-5.889662999999999,0.0,14.365051000000008,-1.4099994493580283,0.0,0.0,-5.889662999999999,0.0,2.5030909999999977,8.392753999999996,4.0,5.0
2015-03-11 00:00:00,124.75,124.769997,122.110001,122.239998,112.492523,68939000.0,109.53870704081635,-6.272045863461296,3.214834643982778,0.5,0.0,-5.889662999999999,0.0,12.276069000000007,-1.4797678312169795,0.0,0.0,-5.889662999999999,0.0,2.5030909999999977,8.392753999999996,4.0,5.0
2015-03-12 00:00:00,122.309998,124.900002,121.629997,124.449997,114.526291,48362700.0,109.63845872000002,-3.1215987996670913,6.641468246090421,0.5,0.0,-5.889662999999999,0.0,14.309837000000002,-1.4115814177338286,0.0,0.0,-5.889662999999999,0.0,2.5030909999999977,8.392753999999996,4.0,5.0
2015-03-13 00:00:00,124.400002,125.400002,122.580002,123.589996,113.734856,51827300.0,109.71878023529413,-4.260603413599728,4.5921997524379865,0.5,0.0,-5.889662999999999,0.0,13.518401999999995,-1.4356774565514474,0.0,0.0,-5.889662999999999,0.0,2.5030909999999977,8.392753999999996,4.0,5.0
2015-03-16 00:00:00,123.879997,124.949997,122.870003,124.949997,114.986427,35874300.0,109.82008113461539,-3.4090832152699035,5.725351408188861,0.5,0.0,-5.889662999999999,0.0,14.769973000000007,-1.3987592258970274,0.0,0.0,-5.889662999999999,0.0,2.5030909999999977,8.392753999999996,4.0,5.0
2015-03-17 00:00:00,125.900002,127.32,125.650002,127.040001,116.90976,51023100.0,109.95384866037736,-1.166942589922415,6.675617059169747,0.5,0.0,-5.889662999999999,0.0,16.693306000000007,-1.3528158532527947,0.0,0.0,-5.889662999999999,0.0,2.5030909999999977,8.392753999999996,4.0,5.0
2015-03-18 00:00:00,127.0,129.160004,126.370003,128.470001,118.225739,65270900.0,110.10703181481483,1.6296139029783774,7.111906159811632,1.0,0.0,-5.889662999999999,0.0,18.009285000000006,-1.3270348045466545,0.0,0.0,-5.889662999999999,0.0,2.5030909999999977,8.392753999999996,4.0,5.0
2015-03-19 00:00:00,128.75,129.25,127.400002,127.5,117.333099,45809500.0,110.23841485454547,0.7109180738363197,7.2059284875030105,1.0,0.0,-5.889662999999999,111.46644404999999,17.116645000000005,-1.3440898026453196,1.0,0.0,-5.889662999999999,111.46644404999999,2.5030909999999977,8.392753999999996,4.0,5.0
2015-03-20 00:00:00,128.25,128.399994,125.160004,125.900002,115.86068,68695100.0,110.33881244642859,-0.9753020810337798,5.1620503556800035,0.5,0.0,-7.362082000000001,-1.398798050000002,15.644226000000003,-1.3764751928283314,1.0,0.0,-7.362082000000001,-1.398798050000002,2.5030909999999977,9.865172999999999,4.0,6.0
